customer_id,suspicious_activity
SYNCID0000008185,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000008188,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000008192,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000008204,High Frequency Transactions: transaction_count > 224.00
SYNCID0000008206,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000008221,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000008227,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000008230,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000008240,High Frequency Transactions: transaction_count > 224.00
SYNCID0000008250,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000008253,"High Value Transactions: total_amount > 739379.64 CAD | High-Risk Industry + Large Volume: industry_code in high_risk_industries & total_amount > 739379.64 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000008259,High Frequency Transactions: transaction_count > 224.00
SYNCID0000008266,High Frequency Transactions: transaction_count > 224.00
SYNCID0000008267,High Frequency Transactions: transaction_count > 224.00
SYNCID0000008270,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000008276,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000008285,High Frequency Transactions: transaction_count > 224.00
SYNCID0000008287,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000008293,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000008299,High Frequency Transactions: transaction_count > 224.00
SYNCID0000008303,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000008306,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000008318,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000008327,High Frequency Transactions: transaction_count > 224.00
SYNCID0000008330,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000008332,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000008334,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000008337,High Frequency Transactions: transaction_count > 224.00
SYNCID0000008347,High Frequency Transactions: transaction_count > 224.00
SYNCID0000008350,High Frequency Transactions: transaction_count > 224.00
SYNCID0000008359,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000008361,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000008362,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000008364,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000008368,High Frequency Transactions: transaction_count > 224.00
SYNCID0000008372,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000008374,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000008375,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000008382,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000008391,High Frequency Transactions: transaction_count > 224.00
SYNCID0000008394,High Frequency Transactions: transaction_count > 224.00
SYNCID0000008398,High Frequency Transactions: transaction_count > 224.00
SYNCID0000008401,High Frequency Transactions: transaction_count > 224.00
SYNCID0000008402,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000008403,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000008420,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000008429,High Frequency Transactions: transaction_count > 224.00
SYNCID0000008432,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000008436,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000008440,High Frequency Transactions: transaction_count > 224.00
SYNCID0000008449,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000008466,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000008470,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000008481,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000008505,High Frequency Transactions: transaction_count > 224.00
SYNCID0000008508,High Frequency Transactions: transaction_count > 224.00
SYNCID0000008509,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000008510,High Frequency Transactions: transaction_count > 224.00
SYNCID0000008517,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000008519,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000008526,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000008528,High Frequency Transactions: transaction_count > 224.00
SYNCID0000008529,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000008538,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000008552,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000008562,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000008572,High Frequency Transactions: transaction_count > 224.00
SYNCID0000008578,High Frequency Transactions: transaction_count > 224.00
SYNCID0000008580,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000008583,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000008586,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000008610,High Frequency Transactions: transaction_count > 224.00
SYNCID0000008611,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000008619,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000008624,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000008627,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000008630,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000008636,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000008637,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000008643,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000008653,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000008654,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000008657,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000008661,High Frequency Transactions: transaction_count > 224.00
SYNCID0000008665,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000008666,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000008668,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000008670,High Frequency Transactions: transaction_count > 224.00
SYNCID0000008673,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000008692,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000008698,High Frequency Transactions: transaction_count > 224.00
SYNCID0000008699,High Frequency Transactions: transaction_count > 224.00
SYNCID0000008703,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000008712,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000008717,High Frequency Transactions: transaction_count > 224.00
SYNCID0000008722,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000008750,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000008754,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000008756,High Frequency Transactions: transaction_count > 224.00
SYNCID0000008764,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000008769,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000008771,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000008782,High Frequency Transactions: transaction_count > 224.00
SYNCID0000008788,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000008793,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000008794,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000008799,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000008800,High Frequency Transactions: transaction_count > 224.00
SYNCID0000008816,High Frequency Transactions: transaction_count > 224.00
SYNCID0000008823,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000008825,High Frequency Transactions: transaction_count > 224.00
SYNCID0000008830,High Frequency Transactions: transaction_count > 224.00
SYNCID0000008836,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000008849,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000008865,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000008880,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000008898,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000008914,High Frequency Transactions: transaction_count > 224.00
SYNCID0000008923,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000008924,High Frequency Transactions: transaction_count > 224.00
SYNCID0000008928,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000008951,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000008958,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000008960,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000008969,High Frequency Transactions: transaction_count > 224.00
SYNCID0000008975,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000008976,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000008982,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000008988,High Frequency Transactions: transaction_count > 224.00
SYNCID0000008989,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000008995,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000009023,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000009028,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000009033,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000009036,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000009038,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000009041,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000009042,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000009056,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000009063,High Frequency Transactions: transaction_count > 224.00
SYNCID0000009074,High Frequency Transactions: transaction_count > 224.00
SYNCID0000009076,High Frequency Transactions: transaction_count > 224.00
SYNCID0000009096,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000009097,High Frequency Transactions: transaction_count > 224.00
SYNCID0000009098,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000009106,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000009116,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000009120,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000009125,High Frequency Transactions: transaction_count > 224.00
SYNCID0000009132,High Frequency Transactions: transaction_count > 224.00
SYNCID0000009134,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000009135,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000009155,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000009159,High Frequency Transactions: transaction_count > 224.00
SYNCID0000009175,High Frequency Transactions: transaction_count > 224.00
SYNCID0000009177,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000009183,High Frequency Transactions: transaction_count > 224.00
SYNCID0000009193,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000009194,High Frequency Transactions: transaction_count > 224.00
SYNCID0000009197,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000009198,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000009205,High Frequency Transactions: transaction_count > 224.00
SYNCID0000009206,High Frequency Transactions: transaction_count > 224.00
SYNCID0000009217,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000009229,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000009231,High Frequency Transactions: transaction_count > 224.00
SYNCID0000009235,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000009241,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000009243,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000009245,High Frequency Transactions: transaction_count > 224.00
SYNCID0000009266,High Frequency Transactions: transaction_count > 224.00
SYNCID0000009277,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000009280,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000009281,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000009295,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000009302,High Frequency Transactions: transaction_count > 224.00
SYNCID0000009309,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000009315,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000009328,High Frequency Transactions: transaction_count > 224.00
SYNCID0000009329,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000009339,High Frequency Transactions: transaction_count > 224.00
SYNCID0000009346,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000009352,High Frequency Transactions: transaction_count > 224.00
SYNCID0000009354,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000009359,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000009362,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000009366,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000009367,High Frequency Transactions: transaction_count > 224.00
SYNCID0000009369,High Frequency Transactions: transaction_count > 224.00
SYNCID0000009377,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000009388,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000009390,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000009391,High Frequency Transactions: transaction_count > 224.00
SYNCID0000009392,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000009397,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000009409,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000009424,High Frequency Transactions: transaction_count > 224.00
SYNCID0000009426,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000009430,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000009437,High Frequency Transactions: transaction_count > 224.00
SYNCID0000009441,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000009455,High Frequency Transactions: transaction_count > 224.00
SYNCID0000009460,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000009461,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000009462,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000009474,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000009495,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000009511,High Frequency Transactions: transaction_count > 224.00
SYNCID0000009515,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000009519,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000009523,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000009524,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000009535,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000009538,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000009546,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000009561,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000009572,High Frequency Transactions: transaction_count > 224.00
SYNCID0000009580,High Frequency Transactions: transaction_count > 224.00
SYNCID0000009582,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000009584,High Frequency Transactions: transaction_count > 224.00
SYNCID0000009592,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000009593,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000009598,High Frequency Transactions: transaction_count > 224.00
SYNCID0000009606,High Frequency Transactions: transaction_count > 224.00
SYNCID0000009625,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000009636,High Frequency Transactions: transaction_count > 224.00
SYNCID0000009639,High Frequency Transactions: transaction_count > 224.00
SYNCID0000009643,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000009650,High Frequency Transactions: transaction_count > 224.00
SYNCID0000009652,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000009653,High Frequency Transactions: transaction_count > 224.00
SYNCID0000009655,High Frequency Transactions: transaction_count > 224.00
SYNCID0000009667,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000009668,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000009684,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000009687,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000009696,High Frequency Transactions: transaction_count > 224.00
SYNCID0000009704,High Frequency Transactions: transaction_count > 224.00
SYNCID0000009708,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000009709,High Frequency Transactions: transaction_count > 224.00
SYNCID0000009715,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000009724,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000009731,High Frequency Transactions: transaction_count > 224.00
SYNCID0000009741,High Frequency Transactions: transaction_count > 224.00
SYNCID0000009743,High Frequency Transactions: transaction_count > 224.00
SYNCID0000009750,High Frequency Transactions: transaction_count > 224.00
SYNCID0000009755,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000009764,High Frequency Transactions: transaction_count > 224.00
SYNCID0000009765,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000009768,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000009777,High Frequency Transactions: transaction_count > 224.00
SYNCID0000009780,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000009781,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000009786,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000009790,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000009803,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000009804,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000009812,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000009826,High Frequency Transactions: transaction_count > 224.00
SYNCID0000009830,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000009831,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000009834,High Frequency Transactions: transaction_count > 224.00
SYNCID0000009835,High Frequency Transactions: transaction_count > 224.00
SYNCID0000009836,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000009839,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000009844,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000009849,High Frequency Transactions: transaction_count > 224.00
SYNCID0000009855,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000009858,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000009863,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
